Ürün Grup ID,Varyant ID,İsim,Satış Fiyatı,İndirimli Fiyatı,Varyant Tip 1,Varyant Değer 1,Varyant Tip 2,Varyant Değer 2
c37beda3-bff5-47c8-95ec-34bf2fd84e64,4ea2a8fd-e4d6-4b71-9c12-5fc7108f68dd,Kişiselleştirilebilir Punch İsimlik Bebek Oda & Kapı Süsü – El Yapımı Bebek Odası Dekoru (22 cm),878.9,735.9,Kapı Süsü Aksesuarı Seçimi,Araba Temalı,,
05e4ab28-4c29-4004-b94e-d570f65a6cd9,78d0ba5a-592e-4081-abf7-00f200c2a527,Koala Amigurumi El Örgüsü Çıngırak Oyuncak,417.89,340.89,,,,
96a97895-7999-4d9c-8ff4-7a91dec3bc91,077551e2-1baf-4865-8b51-05321d978ce2,Koala Bebek Seti | Kişiye Özel İsimli Emzik Askılı Yenidoğan Hediye Set,1925,1221,,,,
c76081c9-fce4-4078-a3e7-e02164054eef,cd06c32e-9800-4970-92c4-7a57dd17f05a,Koala Desenli ve Düz Renkli 2'li Bebek Müslin Örtü Seti,638,484,Renk,Su yeşili,,
6a20cb34-ed40-417b-ba12-bfded026f827,401f630b-d6dd-47f3-942d-1e716ca7a240,Koala Temalı Yenidoğan Hediye Sandığı,2530,2264.9,Teslimat,Gel Al,,
6a20cb34-ed40-417b-ba12-bfded026f827,339b814e-d4c8-4302-86c4-6651b7d56512,Koala Temalı Yenidoğan Hediye Sandığı,2915,2651,Teslimat,Konuma Teslimat,,
183a62f1-119f-474f-9928-f2e8c35726af,7b4f9ba0-38c4-4adb-ba69-50cc68da08de,Kuzu Desenli Şapkalı Bebek Kundak (0–3 Ay),715,504.9,,,,
f0917054-111a-4e7a-847c-fd3860350b06,11d11a89-7fdf-4a3c-9900-ef2128cbbab3,Küçük Prens Mavi Emzik Askısı,297,284.9,,,,
17de4d91-d323-4eb3-a746-6f0e764e3c5e,f09abb06-87ec-4ad0-b888-e589cf0b852f,Küçük Prenses Pembe Emzik Askısı,319,284.9,,,,
1293f902-03a9-4a5f-aaed-29e86af0c0c6,e08551e2-feeb-4fea-bb3b-867262d555b6,Kız Bebek Ördek Amigurumi El Örgüsü Çıngırak Oyuncak,417.89,340.89,,,,
244c94b1-8cca-481c-9bf3-f9edbac01fe1,639c63aa-c093-49dd-a70a-2f49a3fbe654,Kışlık Havlu Bebek Soket Çorap I 2’li Set / 0–6 Ay,110,98.89,Havlu Çorap Renk Seçenekleri,Mavi- Beyaz,,
244c94b1-8cca-481c-9bf3-f9edbac01fe1,af4f14c7-47c4-4b44-9e65-4ce146c6e805,Kışlık Havlu Bebek Soket Çorap I 2’li Set / 0–6 Ay,110,98.89,Havlu Çorap Renk Seçenekleri,Beyaz- Beyaz,,
244c94b1-8cca-481c-9bf3-f9edbac01fe1,18b33ac8-def8-447a-b8c8-4af6e6ff4db2,Kışlık Havlu Bebek Soket Çorap I 2’li Set / 0–6 Ay,110,98.89,Havlu Çorap Renk Seçenekleri,Pembe- Beyaz,,
cf9ddc95-f1be-4b9a-bf06-1127651a2644,6f309b6b-247e-466c-b487-41af84d634e4,"Lacivert Yenidoğan İlk Ay Seti – Fitilli Tayt, Fular, Emzik Askısı ve Desenli Müslin Örtü Takım",880,813.89,,,,
8c3198e4-82cc-48dc-8f22-b4bbc20923da,043e017b-a138-4933-84f6-ff6e32069074,Leoparlı Klips Boncuk Emzik Askısı,220,185.9,,,,
b7a980ab-f06b-4c1d-9e3d-e8f71c9d0deb,3116aa22-c754-4a70-b079-95a2929a958c,"Lila Yenidoğan İlk Ay Seti – Fitilli Tayt, Fular, Emzik Askısı ve Desenli Müslin Örtü Takım",880,813.89,,,,
9cbae852-8695-491f-97f0-27a8212b3573,72432d75-1d82-414b-8690-78ac2a31f601,Lüks Triko Bebek Kundağı | Peluş İç Astarlı Kundak & Battaniye,1320,658.9,,,,
1f435f9d-d9c1-4475-90a4-b21d0cba85eb,3513b286-659b-446f-bf09-2cfae8bb647a,"Mavi Yenidoğan İlk Ay Seti – Fitilli Tayt, Fular, Emzik Askısı ve Desenli Müslin Örtü Takım",880,813.89,,,,
8d6fd761-27bb-4d32-8617-6cadd8a2e854,98551b32-7f1e-4c7d-91b9-6149831bdd3b,Meyve Desenli Şapkalı Bebek Kundak (0–3 Ay),715,504.9,,,,
57cb9ad2-44cb-408e-832d-5421a4c515ab,07b2a286-4ed1-4349-9069-d213814b51fa,Neşeli Hayvanlar ve Düz Renkli 2'li Bebek Müslin Örtü Seti,638,484,,,,
1807bfb0-1898-4425-ab0d-9eeac050df75,2db8037b-df10-42cd-8242-cef5190547dd,Papatya Desenli Yenidoğan Bebek Tulum I 0-3 Ay - %100 Pamuk,385,284.9,,,,
5eda5c3b-075a-4ecd-bc7c-52450972b5ef,2012ab25-e7be-4467-a698-3c3c2f06b57a,Papatya Desenli Çift Katlı %100 Pamuk Triko Bebek Battaniyesi,599,399,,,,
b95b2fd2-d92e-4ce5-ad1f-5dffe8ce1dc1,6c8fa436-b1e9-4ffe-ba2e-9bfb204cc8ad,Papatya Model Emzik Askısı - Kauçuk Boncuk,275,258.5,,,,
